,headline,is_sarcastic
30030,birdman is an astonishing new film,0
21889,teacher cut off woman's hair during hug: cops,0
40720,"kansas changes spelling of name to 'cannsas'; 'it looks cooler that way,' governor says",1
25665,these kids' space-themed halloween costumes were out of this world,0
8183,now is the time for resistance and sanctuary in our cities,0
23919,"15 pieces of advice for teens headed to college, from parents",0
46248,peripheral acquaintance casually mentions she was molested,1
47584,fugoo speaker review,0
43109,fda recommends adding little tabasco to that bad boy,1
19026,"'fear not—she means you no harm,' says elizabeth warren, revealing docile hillary clinton to crowd",1
9017,inside facebook's plan to build an artificial brain,0
47980,turkey's most perfect beach is an actual butterfly wonderland,0
48407,stop telling me i am ruining my kids,0
54075,couple nervous to admit they met online in comments section of 'how to iron shirt' video,1
42896,17 weather-ready snow boots that aren't ugly,0
34117,jon stewart goes off about donald trump's response to neo-nazis,0
33672,rick perry experiences overwhelming feeling of clarity and contentment in final moments before death of campaign,1
44508,christian devotees around the world re-enact jesus' crucifixion,0
18054,state rep. claims god is talking to him,0
50368,breakfast in bed served to mom who just got eaten out,1
46057,airport security pig finds concealed truffles,1
12298,"duke students refuse to read 'fun home' over gay themes, nudity",0
50929,joe biden tries to tamp down house dems' anger over deportation raids,0
11698,responsible man sets aside small portion of every paycheck for bank to gamble with,1
12275,new study finds americans are living too long,1
43224,nation exhibits strange preoccupation with manner in which food is processed,1
19918,mom wants to ensure kids of color have party supplies that represent them,0
9368,single document engulfed in coworker's 50-page printout,1
36417,joy sucked out of room by pumped-up manager,1
51665,a new 9/11 gift shop,0
22993,how to start kickin' a** after 50,0
31026,new parents disgusted to learn they had type of baby that shits,1
23281,man who kept woman chained in container admits to killing 7: sheriff,0
17359,jared kushner went to iraq and couldn't have looked more out of place,0
46902,abandoned mall retains eerie vestiges of fun shopping atmosphere,1
31734,"war-torn, blood-soaked kosovo: would bombing it help?",1
25341,diagnosing and curing our sick health system,0
21498,chinese takeout restaurant has seen man at his worst,1
31994,black parkland students want peers to 'share the mic',0
41002,trump called up for vietnam service after last of draft deferments expires,1
19767,flat soda,0
17399,national archives clearly stored constitution in three-ring binder,1
41146,paul manafort trying to ferment vintage cheval blanc in toilet tank,1
13845,woman probably just made up rape story in order to get threatening emails,1
27974,you are no less of a man for having been assaulted,0
17799,why jillian michaels is reclaiming 'fag' and 'dyke',0
46875,aspiring felon moved by man who didn't get first 8 convictions until his 60s,1
37887,'paw patrol' writers defend episode where german shepherd cop shoots unarmed black lab 17 times in back,1
17975,shocking 'game of thrones' finale concludes with arrest of 5 million viewers for piracy,1
27647,god shoots himself while cleaning gun,1
41379,weird debate viewer using tonight to inform herself about candidates' policy stances,1
22830,donald trump: 'i fight like hell' to pay less in taxes,0
7051,$500 stereo installed in $400 car,1
48859,"a cop's job is difficult, but it can be done without killing humans",0
23926,stephen colbert let deray mckesson interview him about his whiteness,0
47770,kfc paleontologists reconstruct 24-piece party bucket from single chicken leg,1
26223,man trying to get out of executioner duty,1
28456,firefighter excitedly checks drop-off bin to see if they got any babies while they were out,1
42727,"hillary clinton pleasantly surprised after finding old $20,000 donation check in coat pocket",1
39950,resourceful man able to cobble together bad mood from handful of minor annoyances,1
52076,9-year-old reporter told to just be 'cute' has landed a book deal,0
25229,american medical association changes stance on self-immolation,1
43807,zimbabwe's youth defy blackout to organize protests on social media,0
18006,a healer is discovered: galen comes home,0
15573,gumption rewarded with even more work,1
50719,garth and kat visit 'snl' for hanukkah,0
26199,unidentified yowling animal in carrier apparently named kiwi,1
15135,doctors in puerto rico face mounting medical crisis in maria's wake,0
25400,rinkins report: keys to building valuable business relationships,0
20244,florida resort allows guests to swim with miami dolphins,1
25308,find the best new beauty product for your zodiac sign,0
43891,the u.s. might be getting closer to expanding its isis fight,0
51339,yo voté: communities scramble to translate ballots,0
20126,alabama marriage equality tantrum is a slap in the face to all americans,0
11747,son attempts to cultivate parents' interest in better movies,1
40491,life-changing epiphany wears off on ride home,1
11345,when your life clicks into place,0
21066,fox news guest says confederate and pride flags are 'the exact same thing',0
40077,courtroom sketch artist has clear manga influences,1
14590,bill maher has superficial debate about 'n***a' after controversy,0
7872,"clinton, hagar meet to discuss federal speed-limit issues",1
24689,psychic fall cometh!,0
18541,8 do's and don'ts of religion-themed halloween costumes,0
7832,woman assures friend she has blackouts from drinking all the time,1
17528,behold the majesty of the turkey,0
40181,5 mistakes moms make when setting new year's resolutions,0
9894,the toy aisle is almost too much for this boy to handle,0
14957,new sat section tests ability to pay tuition,1
49574,year abroad changes student's worldview for one year,1
19432,clinton gets box to put government's stuff in,1
45735,nick offerman's satirical video shows the sad state of school lunches,0
46628,"report: all things aside, american flag still looks pretty good majestically billowing in wind",1
15112,proof that human alex jones is most certainly not part reptile,0
20312,"steady job growth is still not boosting workers' pay, new numbers show",0
36708,a test for chronic fatigue syndrome,0
28727,here's what gop voters thought about the second debate,0
30717,alex delarge forced to step down as leader of droogs amidst allegations of sexual misconduct,1
33009,viagra announces real medicine that gave customers erections was confidence all along,1
27870,i just purged 80 percent of my closet. why do i feel so guilty?,0
36568,sean spicer says donald trump is a 'champion' of first amendment,0
17400,man with 20 rifles can't remember if his goal to start or stop violent overthrow of government,1
16929,richard branson's global-warming donation nearly as much as cost of failed balloon trips,1
35214,trio of cutups attempts to hide horse from landlord,1
31862,surviving miner ordered back to work,1
8428,all 5 living former u.s. presidents to attend hurricane relief concert,0
44144,"hillary unleashes, while ivanka keeps quiet",0
44672,average age of wacky tv neighbors dropping,1
25136,coy 'dexter' producers hint at 'huge plot holes' in season finale,1
44525,emotionally abusive social media site continuously manipulating woman into staying,1
